name,gender,ethnicity,quality,call,city,jobs,experience,honors,volunteer,military,holes,school,email,computer,special,college,minimum,equal,wanted,requirements,reqexp,reqcomm,reqeduc,reqcomp,reqorg,industry
Allison,female,cauc,high,no,chicago,2,7,no,yes,no,yes,no,yes,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,unknown
Emily,female,cauc,low,no,chicago,4,5,no,no,no,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,unknown
Latonya,female,afam,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,unknown
Latoya,female,afam,high,no,chicago,4,7,no,yes,no,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,unknown
Aisha,female,afam,low,no,chicago,3,5,no,yes,no,yes,yes,no,yes,no,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Allison,female,cauc,high,no,chicago,3,7,no,no,no,no,yes,yes,yes,yes,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Kristen,female,cauc,low,no,chicago,4,9,no,no,no,no,yes,no,yes,no,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Latonya,female,afam,high,no,chicago,3,6,no,yes,no,no,yes,yes,yes,no,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Ebony,female,afam,low,no,chicago,4,4,no,no,no,yes,yes,no,yes,no,yes,none,no,supervisor,yes,no,yes,no,yes,yes,unknown
Emily,female,cauc,high,no,chicago,4,7,no,yes,no,yes,no,yes,yes,no,no,none,no,supervisor,yes,no,yes,no,yes,yes,unknown
Latonya,female,afam,high,no,chicago,4,6,no,yes,no,yes,no,yes,yes,no,yes,none,no,supervisor,yes,no,yes,no,yes,yes,unknown
Laurie,female,cauc,low,no,chicago,4,6,no,no,no,no,yes,no,yes,yes,no,none,no,supervisor,yes,no,yes,no,yes,yes,unknown
Brendan,male,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,unknown
Brendan,male,cauc,high,no,chicago,5,11,no,yes,no,yes,yes,yes,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,unknown
Jamal,male,afam,low,no,chicago,4,5,no,no,no,yes,no,no,yes,yes,yes,none,no,supervisor,yes,no,no,no,yes,no,unknown
Jermaine,male,afam,high,no,chicago,6,10,no,no,no,no,yes,yes,yes,yes,yes,none,no,supervisor,yes,no,no,no,yes,no,unknown
Allison,female,cauc,high,no,chicago,5,11,no,yes,no,yes,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Emily,female,cauc,low,no,chicago,4,3,no,no,no,no,yes,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Tamika,female,afam,high,no,chicago,4,10,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Tanisha,female,afam,low,yes,chicago,4,2,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Ebony,female,afam,high,no,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Emily,female,cauc,high,no,chicago,4,7,no,no,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Keisha,female,afam,low,no,chicago,2,3,no,no,no,no,yes,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Meredith,female,cauc,low,no,chicago,4,2,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,finance/insurance/real estate
Ebony,female,afam,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,yes,yes,no,unknown
Kristen,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,yes,yes,no,unknown
Meredith,female,cauc,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,yes,yes,no,unknown
Tanisha,female,afam,low,no,chicago,2,14,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,yes,yes,no,unknown
Emily,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
Keisha,female,afam,low,no,chicago,2,14,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
Latoya,female,afam,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
Laurie,female,cauc,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
Aisha,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,1,no,other,yes,yes,no,no,no,no,manufacturing
Allison,female,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
Brendan,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
Brendan,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,1,no,other,yes,yes,no,no,no,no,manufacturing
Carrie,female,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,1,yes,other,yes,yes,no,no,no,no,manufacturing
Carrie,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,business/personal services
Darnell,male,afam,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,3,yes,manager,yes,yes,no,no,no,no,trade
Ebony,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,business/personal services
Emily,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
Geoffrey,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,yes,no,no,no,no,no,business/personal services
Geoffrey,male,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
Greg,male,cauc,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,3,yes,manager,yes,yes,no,no,no,no,trade
Hakim,male,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,trade
Jay,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,1,no,other,yes,yes,no,no,no,no,manufacturing
Kareem,male,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
Kenya,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,1,yes,other,yes,yes,no,no,no,no,manufacturing
Kenya,female,afam,high,no,boston,2,10,no,yes,no,yes,no,yes,yes,no,yes,3,no,manager,yes,yes,no,no,no,no,transport/communication
Kristen,female,cauc,low,no,boston,5,8,no,no,no,no,yes,no,yes,no,yes,none,no,other,yes,no,no,no,no,no,transport/communication
Kristen,female,cauc,low,no,boston,4,8,no,no,no,no,yes,no,no,no,yes,3,no,manager,yes,yes,no,no,no,no,transport/communication
Lakisha,female,afam,low,no,boston,4,8,no,no,no,no,yes,no,no,no,yes,none,no,other,yes,no,no,no,no,no,transport/communication
Lakisha,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,1,no,other,yes,yes,no,no,no,no,manufacturing
Lakisha,female,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,no,retail sales,yes,yes,no,no,no,no,business/personal services
Latonya,female,afam,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,3,yes,manager,yes,yes,no,no,no,no,trade
Latoya,female,afam,low,no,boston,5,8,no,no,no,no,yes,no,yes,no,yes,3,no,manager,yes,yes,no,no,no,no,transport/communication
Laurie,female,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,1,yes,other,yes,yes,no,no,no,no,manufacturing
Matthew,male,cauc,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,3,yes,manager,yes,yes,no,no,no,no,trade
Meredith,female,cauc,high,no,boston,6,8,no,yes,no,no,no,yes,no,no,yes,3,no,manager,yes,yes,no,no,no,no,transport/communication
Neil,male,cauc,high,no,boston,2,10,no,yes,no,yes,no,yes,yes,no,yes,none,no,other,yes,no,no,no,no,no,transport/communication
Rasheed,male,afam,high,no,boston,6,8,no,yes,no,no,no,yes,no,no,yes,none,no,other,yes,no,no,no,no,no,transport/communication
Tamika,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,no,no,no,no,business/personal services
Tanisha,female,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,trade
Tremayne,male,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,1,yes,other,yes,yes,no,no,no,no,manufacturing
Aisha,female,afam,low,no,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
Anne,female,cauc,low,yes,boston,2,2,no,no,no,yes,no,no,no,yes,no,none,no,secretary,no,no,no,no,no,no,health/education/social services
Carrie,female,cauc,high,yes,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
Kenya,female,afam,high,yes,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,health/education/social services
Keisha,female,afam,low,no,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Kristen,female,cauc,high,no,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Latonya,female,afam,high,no,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Meredith,female,cauc,low,no,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Carrie,female,cauc,low,no,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,office support,no,no,no,no,no,no,health/education/social services
Jill,female,cauc,high,no,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,no,office support,no,no,no,no,no,no,health/education/social services
Keisha,female,afam,high,no,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,office support,no,no,no,no,no,no,health/education/social services
Lakisha,female,afam,low,no,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,office support,no,no,no,no,no,no,health/education/social services
Aisha,female,afam,low,no,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Allison,female,cauc,high,no,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Emily,female,cauc,low,no,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Tanisha,female,afam,high,no,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,supervisor,no,no,no,no,no,no,health/education/social services
Anne,female,cauc,low,yes,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Ebony,female,afam,low,yes,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Emily,female,cauc,high,yes,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Tamika,female,afam,high,yes,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Aisha,female,afam,low,no,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,1,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Allison,female,cauc,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,1,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Latonya,female,afam,high,no,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,1,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Laurie,female,cauc,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,1,yes,secretary,yes,yes,no,yes,yes,no,finance/insurance/real estate
Anne,female,cauc,low,yes,boston,3,8,yes,no,no,yes,no,no,no,no,no,none,no,retail sales,no,no,no,no,no,no,trade
Geoffrey,male,cauc,high,yes,boston,4,10,yes,no,yes,yes,no,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,trade
Jermaine,male,afam,high,yes,boston,2,6,no,yes,no,no,yes,yes,yes,yes,yes,none,no,retail sales,no,no,no,no,no,no,trade
Latoya,female,afam,low,no,boston,3,10,no,no,no,yes,no,no,no,no,no,none,no,retail sales,no,no,no,no,no,no,trade
Aisha,female,afam,high,no,chicago,4,9,no,yes,no,yes,no,yes,yes,no,yes,none,no,office support,yes,no,no,no,no,yes,unknown
Kristen,female,cauc,low,no,chicago,1,5,no,no,no,yes,no,no,yes,no,no,none,no,office support,yes,no,no,no,no,yes,unknown
Latonya,female,afam,low,no,chicago,3,8,no,no,no,yes,no,no,yes,no,no,none,no,office support,yes,no,no,no,no,yes,unknown
Sarah,female,cauc,high,no,chicago,3,9,no,yes,no,yes,yes,yes,yes,no,no,none,no,office support,yes,no,no,no,no,yes,unknown
Jill,female,cauc,high,no,chicago,5,5,no,no,yes,yes,no,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Keisha,female,afam,high,no,chicago,3,4,yes,no,no,yes,yes,yes,yes,no,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Kristen,female,cauc,low,no,chicago,4,9,no,no,no,no,yes,no,yes,no,no,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Lakisha,female,afam,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,some,no,secretary,yes,yes,no,no,no,no,business/personal services
Aisha,female,afam,low,no,chicago,2,14,no,no,no,no,yes,no,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,manufacturing
Emily,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,manufacturing
Latonya,female,afam,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,manufacturing
Laurie,female,cauc,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,supervisor,yes,no,no,no,yes,no,manufacturing
Anne,female,cauc,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,none,yes,manager,yes,no,no,no,no,yes,business/personal services
Anne,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,business/personal services
Anne,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,yes,other,no,no,no,no,no,no,trade
Brad,male,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,yes,other,no,no,no,no,no,no,trade
Brad,male,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Emily,female,cauc,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,none,yes,manager,yes,no,no,no,no,yes,business/personal services
Greg,male,cauc,high,no,boston,6,8,no,yes,no,no,no,yes,no,no,yes,none,no,retail sales,yes,no,yes,no,yes,no,transport/communication
Hakim,male,afam,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,none,yes,manager,yes,no,no,no,no,yes,business/personal services
Jamal,male,afam,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,none,yes,manager,yes,no,no,no,no,yes,business/personal services
Jermaine,male,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Jill,female,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Kareem,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,business/personal services
Kareem,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,yes,other,no,no,no,no,no,no,trade
Keisha,female,afam,low,no,boston,5,8,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,yes,no,yes,no,yes,no,transport/communication
Keisha,female,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,yes,other,no,no,no,no,no,no,trade
Keisha,female,afam,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,2,yes,manager,yes,yes,no,yes,no,no,manufacturing
Lakisha,female,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Lakisha,female,afam,high,no,boston,2,10,no,yes,no,yes,no,yes,yes,no,yes,none,no,retail sales,yes,no,yes,no,yes,no,transport/communication
Laurie,female,cauc,low,no,boston,4,8,no,no,no,no,yes,no,no,no,yes,none,no,retail sales,yes,no,yes,no,yes,no,transport/communication
Laurie,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Leroy,male,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,business/personal services
Leroy,male,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,business/personal services
Meredith,female,cauc,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,2,yes,manager,yes,yes,no,yes,no,no,manufacturing
Meredith,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Neil,male,cauc,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,2,yes,manager,yes,yes,no,yes,no,no,manufacturing
Rasheed,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,yes,no,yes,no,no,no,business/personal services
Tamika,female,afam,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,2,yes,manager,yes,yes,no,yes,no,no,manufacturing
Todd,male,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,yes,other,yes,yes,no,no,no,no,business/personal services
Aisha,female,afam,low,no,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Anne,female,cauc,low,no,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Meredith,female,cauc,high,no,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Tamika,female,afam,high,no,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Aisha,female,afam,low,no,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,5,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
Jill,female,cauc,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,5,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
Meredith,female,cauc,low,no,boston,6,7,no,no,no,yes,no,no,no,yes,yes,5,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
Tanisha,female,afam,high,yes,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,5,yes,secretary,yes,yes,no,yes,no,no,health/education/social services
Allison,female,cauc,high,no,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Anne,female,cauc,low,no,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Keisha,female,afam,low,yes,boston,5,13,no,no,no,yes,yes,no,yes,yes,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Lakisha,female,afam,high,yes,boston,4,13,no,yes,no,yes,no,yes,yes,yes,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Allison,female,cauc,low,yes,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,yes,office support,no,no,no,no,no,no,business/personal services
Latonya,female,afam,high,yes,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,yes,office support,no,no,no,no,no,no,business/personal services
Latoya,female,afam,low,yes,boston,2,2,no,no,no,yes,no,no,no,yes,no,none,yes,office support,no,no,no,no,no,no,business/personal services
Meredith,female,cauc,high,yes,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,yes,office support,no,no,no,no,no,no,business/personal services
Aisha,female,afam,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Kenya,female,afam,high,no,boston,5,9,no,yes,no,yes,no,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Laurie,female,cauc,high,no,boston,3,8,yes,yes,no,yes,no,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Meredith,female,cauc,low,no,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,business/personal services
Allison,female,cauc,high,no,boston,5,9,no,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Latonya,female,afam,high,no,boston,3,8,yes,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Sarah,female,cauc,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,business/personal services
Tamika,female,afam,low,no,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Jill,female,cauc,high,yes,boston,1,5,no,no,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,yes,no,no,business/personal services
Latonya,female,afam,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,yes,no,no,business/personal services
Latoya,female,afam,high,no,boston,3,8,yes,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,yes,no,no,business/personal services
Meredith,female,cauc,low,yes,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,yes,no,no,business/personal services
Allison,female,cauc,low,no,boston,6,7,no,no,no,yes,no,no,yes,yes,yes,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Latoya,female,afam,low,no,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Meredith,female,cauc,high,no,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Tamika,female,afam,high,no,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,finance/insurance/real estate
Ebony,female,afam,low,no,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,yes,no,no,no,yes,no,manufacturing
Kenya,female,afam,high,no,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,manufacturing
Kristen,female,cauc,high,no,boston,5,19,no,yes,no,no,no,yes,no,no,no,none,no,secretary,yes,no,no,no,yes,no,manufacturing
Laurie,female,cauc,low,no,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,manufacturing
Hakim,male,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,unknown
Jay,male,cauc,high,no,boston,4,4,no,yes,yes,no,yes,yes,yes,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,unknown
Leroy,male,afam,high,no,boston,2,6,no,yes,no,yes,yes,yes,yes,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,unknown
Meredith,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,1,no,retail sales,yes,yes,no,no,yes,no,unknown
Ebony,female,afam,high,no,chicago,3,7,no,yes,yes,no,yes,yes,yes,no,no,none,no,office support,no,no,no,no,no,no,health/education/social services
Kristen,female,cauc,high,no,chicago,4,8,no,no,no,yes,yes,yes,yes,no,yes,none,no,office support,no,no,no,no,no,no,health/education/social services
Latonya,female,afam,low,no,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,none,no,office support,no,no,no,no,no,no,health/education/social services
Meredith,female,cauc,low,no,chicago,4,9,no,no,no,no,yes,no,yes,no,no,none,no,office support,no,no,no,no,no,no,health/education/social services
Aisha,female,afam,high,no,chicago,3,9,no,yes,no,yes,yes,yes,yes,no,no,none,no,manager,yes,no,yes,no,yes,no,business/personal services
Carrie,female,cauc,high,no,chicago,5,5,no,no,yes,yes,no,yes,yes,yes,yes,none,no,manager,yes,no,yes,no,yes,no,business/personal services
Ebony,female,afam,low,no,chicago,3,4,no,yes,no,yes,yes,no,yes,no,no,none,no,manager,yes,no,yes,no,yes,no,business/personal services
Kristen,female,cauc,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,no,none,no,manager,yes,no,yes,no,yes,no,business/personal services
Jamal,male,afam,low,no,chicago,4,5,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Todd,male,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Anne,female,cauc,low,no,chicago,2,3,no,no,no,no,yes,no,yes,no,yes,some,no,supervisor,yes,yes,no,yes,no,no,finance/insurance/real estate
Ebony,female,afam,low,no,chicago,4,4,no,no,no,yes,no,no,yes,yes,yes,some,no,supervisor,yes,yes,no,yes,no,no,finance/insurance/real estate
Kenya,female,afam,high,no,chicago,4,5,no,no,no,no,yes,yes,yes,no,yes,some,no,supervisor,yes,yes,no,yes,no,no,finance/insurance/real estate
Kristen,female,cauc,high,no,chicago,6,4,no,no,no,no,yes,yes,yes,yes,yes,some,no,supervisor,yes,yes,no,yes,no,no,finance/insurance/real estate
Allison,female,cauc,high,no,chicago,6,5,no,no,no,no,yes,yes,yes,yes,yes,5,no,secretary,yes,yes,no,no,yes,no,business/personal services
Anne,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,no,no,yes,5,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tamika,female,afam,low,no,chicago,4,6,no,no,no,yes,no,no,yes,yes,yes,5,no,secretary,yes,yes,no,no,yes,no,business/personal services
Tanisha,female,afam,high,no,chicago,4,7,no,no,no,no,yes,yes,yes,no,yes,5,no,secretary,yes,yes,no,no,yes,no,business/personal services
Allison,female,cauc,low,no,chicago,4,4,no,no,no,yes,no,no,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,unknown
Keisha,female,afam,high,no,chicago,5,5,no,yes,no,yes,yes,yes,yes,no,yes,some,no,secretary,yes,yes,no,no,yes,no,unknown
Meredith,female,cauc,high,no,chicago,4,5,no,yes,no,yes,no,yes,yes,yes,yes,some,no,secretary,yes,yes,no,no,yes,no,unknown
